corpus	mode	iters	warmup_iters	corpus_bytes	elapsed_s	ns_per_byte	mbps	cycles	instructions	cycles_per_byte	cpi	user_ns	system_ns	checksum
y_string_unicode	real_typed_track1	1000	0	35601	0.053120	1.492096	5361.584	138539062	755089076	3.891437	0.183474	1016036	37398	0
y_string_unicode	real_typed_track2	1000	0	35601	0.071314	2.003151	3993.709	191857427	1109218400	5.389102	0.172966	1437723	30623	0
y_string_unicode	real_typed_sonic	1000	0	35601	0.066748	1.874899	4266.896	173905592	957513374	4.884851	0.181622	1308822	43684	0
y_string_unicode	real_typed_serde	1000	0	35601	0.076370	2.145164	3729.318	191671652	1109752155	5.383884	0.172716	1455948	35433	0
y_string_unicode	direct_strict_track1	1000	0	35601	0.051844	1.456261	5493.522	134863018	753589387	3.788181	0.178961	1025609	20730	0
y_string_unicode	direct_strict_track2	1000	0	35601	0.085434	2.399763	3333.663	191214891	1110490445	5.371054	0.172190	1470753	44794	0
y_string_unicode	direct_strict_sonic	1000	0	35601	0.066799	1.876328	4263.646	163734257	956201731	4.599148	0.171234	1249172	29605	0
y_string_unicode	direct_strict_serde	1000	0	35601	0.083126	2.334944	3426.207	188800554	1110893329	5.303237	0.169954	1503090	48813	0
