lane	family	plane	corpus	mode	alias	iters	cwd	binary	expected_rc_policy	output_artifact	status_artifact	command	notes
samply	samply-parse	parse	gsoc-2018	track2	gsoc-2018.json	1202	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/gsoc-2018__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/gsoc-2018__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/gsoc-2018.json track2 1202	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	instruments	track1	instruments.json	18154	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/instruments__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/instruments__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/instruments.json track1 18154	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	instruments	track2	instruments.json	18154	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/instruments__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/instruments__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/instruments.json track2 18154	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	marine_ik	track1	marine_ik.json	1341	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/marine_ik__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/marine_ik__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/marine_ik.json track1 1341	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	marine_ik	track2	marine_ik.json	1341	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/marine_ik__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/marine_ik__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/marine_ik.json track2 1341	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	mesh	track1	mesh.json	5528	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/mesh__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/mesh__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/mesh.json track1 5528	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	mesh	track2	mesh.json	5528	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/mesh__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/mesh__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/mesh.json track2 5528	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	numbers	track1	numbers.json	26645	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/numbers__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/numbers__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/numbers.json track1 26645	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	numbers	track2	numbers.json	26645	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/numbers__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/numbers__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/numbers.json track2 26645	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	random	track1	random.json	7836	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/random__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/random__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/random.json track1 7836	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	random	track2	random.json	7836	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/random__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/random__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/random.json track2 7836	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	twitter	track1	twitter.json	6334	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/twitter__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/twitter__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/twitter.json track1 6334	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	twitter	track2	twitter.json	6334	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/twitter__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/twitter__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/twitter.json track2 6334	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	unicode_basic	track1	unicode_basic.json	3815	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/unicode_basic__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/unicode_basic__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_basic.json track1 3815	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	unicode_basic	track2	unicode_basic.json	3815	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/unicode_basic__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/unicode_basic__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_basic.json track2 3815	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	unicode_escapes	track1	unicode_escapes.json	3807	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/unicode_escapes__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/unicode_escapes__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_escapes.json track1 3807	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	unicode_escapes	track2	unicode_escapes.json	3807	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/unicode_escapes__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/unicode_escapes__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_escapes.json track2 3807	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	unicode_mixed	track1	unicode_mixed.json	3799	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/unicode_mixed__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/unicode_mixed__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_mixed.json track1 3799	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	unicode_mixed	track2	unicode_mixed.json	3799	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/unicode_mixed__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/unicode_mixed__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/unicode_mixed.json track2 3799	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	update_center	track1	update-center.json	7503	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/update_center__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/update_center__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/update-center.json track1 7503	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	update_center	track2	update-center.json	7503	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/update_center__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/update_center__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/update-center.json track2 7503	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	y_string_unicode	track1	y_string_unicode.json	100000	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/y_string_unicode__track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/y_string_unicode__track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/y_string_unicode.json track1 100000	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-parse	parse	y_string_unicode	track2	y_string_unicode.json	100000	/Users/mkbabb/Programming/bbnf-lang	samply	rc=0 required	/tmp/skv12-p1/samply/parse/y_string_unicode__track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/parse/y_string_unicode__track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/xctrace_probe /Users/mkbabb/Programming/bbnf-lang/skinny/test_data/y_string_unicode.json track2 100000	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	apache_builds	real_typed_track1	apache_builds	31429	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/apache_builds__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/apache_builds__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 31429 apache_builds real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	apache_builds	real_typed_track2	apache_builds	31429	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/apache_builds__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/apache_builds__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 31429 apache_builds real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	citm_catalog	real_typed_track1	citm_catalog	2316	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/citm_catalog__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/citm_catalog__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 2316 citm_catalog real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	citm_catalog	real_typed_track2	citm_catalog	2316	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/citm_catalog__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/citm_catalog__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 2316 citm_catalog real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	github_events	real_typed_track1	github_events	61414	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/github_events__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/github_events__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 61414 github_events real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	github_events	real_typed_track2	github_events	61414	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/github_events__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/github_events__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 61414 github_events real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	marine_ik	real_typed_track1	marine_ik	1341	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/marine_ik__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/marine_ik__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 1341 marine_ik real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	marine_ik	real_typed_track2	marine_ik	1341	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/marine_ik__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/marine_ik__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 1341 marine_ik real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	mesh	real_typed_track1	mesh	5528	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/mesh__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/mesh__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 5528 mesh real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	mesh	real_typed_track2	mesh	5528	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/mesh__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/mesh__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 5528 mesh real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	twitter	real_typed_track1	twitter	6334	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/twitter__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/twitter__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 6334 twitter real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	twitter	real_typed_track2	twitter	6334	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/twitter__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/twitter__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 6334 twitter real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	update_center	real_typed_track1	update-center	7503	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/update_center__real_typed_track1.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/update_center__real_typed_track1.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 7503 update-center real_typed_track1	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
samply	samply-typed	typed	update_center	real_typed_track2	update-center	7503	/Users/mkbabb/Programming/bbnf-lang/skinny	samply	rc=0 required	/tmp/skv12-p1/samply/typed/update_center__real_typed_track2.json.gz	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && samply record --save-only --unstable-presymbolicate -o /tmp/skv12-p1/samply/typed/update_center__real_typed_track2.json.gz -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 7503 update-center real_typed_track2	Retained artifact-only lane; self-time percentages are not sourced from samply save-only output.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	apache_builds	track1	apache_builds	31429	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/apache_builds__track1.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/apache_builds__track1.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 31429 apache_builds track1	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	apache_builds	track2	apache_builds	31429	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/apache_builds__track2.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/apache_builds__track2.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 31429 apache_builds track2	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	canada	track1	canada	1777	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/canada__track1.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/canada__track1.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 1777 canada track1	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	canada	track2	canada	1777	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/canada__track2.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/canada__track2.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 1777 canada track2	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	citm_catalog	track1	citm_catalog	2316	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/citm_catalog__track1.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/citm_catalog__track1.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 2316 citm_catalog track1	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	citm_catalog	track2	citm_catalog	2316	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/citm_catalog__track2.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/citm_catalog__track2.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 2316 citm_catalog track2	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	distinct_values	track1	distinct_values	26037	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/distinct_values__track1.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/distinct_values__track1.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 26037 distinct_values track1	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
xctrace-time-profiler-primary	xctrace-time-profiler-direct	direct	distinct_values	track2	distinct_values	26037	/Users/mkbabb/Programming/bbnf-lang/skinny	xctrace	rc=0 or rc=54 with saved trace after time-limit/target-exit stop	/tmp/skv12-p1/direct-xctrace/time-profiler/distinct_values__track2.trace	/tmp/skv12-p1/pmu/capture_status.tsv	cd /Users/mkbabb/Programming/bbnf-lang/skinny && xctrace record --template "Time Profiler" --output /tmp/skv12-p1/direct-xctrace/time-profiler/distinct_values__track2.trace --no-prompt --time-limit 1000ms --launch -- /tmp/skv12-profile-target-50bd1648/release/profile_direct 26037 distinct_values track2	Retained original product trace; superseded for self-time by product-v2 because many primary product traces were shallow.
