source	log	path	corpus	corpus_bytes	iters	mode	warmup_iters	elapsed_s	ns_per_byte	mbps	cycles	instructions	cycles_per_byte	cpi	user_ns	system_ns	checksum
p1b	real_typed_track2__unicode_mixed.log	/tmp/skv15-p1/logs/p1b/real_typed_track2__unicode_mixed.log	unicode_mixed	1053086	570	real_typed_track2	0	6.407211	10.674077	749.479	7199557606	16300167639	11.994085	0.441686	122214513	6592583	0
p1b	real_typed_track2__update_center.log	/tmp/skv15-p1/logs/p1b/real_typed_track2__update_center.log	update_center	533178	1126	real_typed_track2	0	0.910285	1.516235	5276.227	2368170219	9563831718	3.944594	0.247617	20267384	441624	0
p1b	real_typed_track2__y_string_unicode.log	/tmp/skv15-p1/logs/p1b/real_typed_track2__y_string_unicode.log	y_string_unicode	35601	16854	real_typed_track2	0	0.720416	1.200654	6663.033	2758175053	18687965742	4.596811	0.147591	16410655	258025	0
p1d	direct_strict_serde__apache_builds.log	/tmp/skv15-p1/pmu/direct_strict_serde__apache_builds.log	apache_builds	127275	4715	direct_strict_serde	0	3.878634	6.463295	1237.759	4684047833	17306570939	7.805424	0.270651	81623661	1351364	1631609170278642033
p1d	direct_strict_serde__canada.log	/tmp/skv15-p1/pmu/direct_strict_serde__canada.log	canada	2251051	267	direct_strict_serde	0	1.500830	2.497094	3203.724	5732281818	33935029568	9.537421	0.168919	35824416	107492	1008468329916695715
p1d	direct_strict_serde__citm_catalog.log	/tmp/skv15-p1/pmu/direct_strict_serde__citm_catalog.log	citm_catalog	1727204	348	direct_strict_serde	0	0.696806	1.159282	6900.822	1321323885	7081318029	2.198297	0.186593	15919852	155756	0
p1d	direct_strict_serde__distinct_values.log	/tmp/skv15-p1/pmu/direct_strict_serde__distinct_values.log	distinct_values	153630	3906	direct_strict_serde	0	2.539079	4.231243	1890.697	6140318261	34642995921	10.232520	0.177246	60426821	264310	0
p1d	direct_strict_serde__github_events.log	/tmp/skv15-p1/pmu/direct_strict_serde__github_events.log	github_events	65132	9213	direct_strict_serde	0	1.357925	2.262978	3535.165	2190095773	8083580073	3.649788	0.270931	31745760	414450	5164854789897046116
p1d	direct_strict_serde__gsoc-2018.log	/tmp/skv15-p1/pmu/direct_strict_serde__gsoc-2018.log	gsoc-2018	3327831	181	direct_strict_serde	0	1.806568	2.999262	2667.323	3647193575	8036796680	6.055067	0.453812	42566551	345521	17588957560949363005
p1d	direct_strict_serde__instruments.log	/tmp/skv15-p1/pmu/direct_strict_serde__instruments.log	instruments	220346	2723	direct_strict_serde	0	0.679657	1.132758	7062.411	1807593436	11011761999	3.012645	0.164151	16008501	60734	6053947005340795886
p1d	direct_strict_serde__marine_ik.log	/tmp/skv15-p1/pmu/direct_strict_serde__marine_ik.log	marine_ik	2983466	202	direct_strict_serde	0	0.772770	1.282265	6238.962	2089058025	12184289518	3.466395	0.171455	18402377	73862	0
p1d	direct_strict_serde__mesh.log	/tmp/skv15-p1/pmu/direct_strict_serde__mesh.log	mesh	723597	830	direct_strict_serde	0	1.093106	1.820067	4395.442	2907759093	17912333166	4.841541	0.162333	26047898	97121	0
p1d	direct_strict_serde__numbers.log	/tmp/skv15-p1/pmu/direct_strict_serde__numbers.log	numbers	150124	3997	direct_strict_serde	0	1.054271	1.756984	4553.257	2346425966	13706194915	3.910413	0.171195	24389029	125852	7821342331123428551
p1d	direct_strict_serde__random.log	/tmp/skv15-p1/pmu/direct_strict_serde__random.log	random	510476	1176	direct_strict_serde	0	4.109338	6.845248	1168.694	5763587792	23900585652	9.600863	0.241148	96222088	938141	0
p1d	direct_strict_serde__twitter.log	/tmp/skv15-p1/pmu/direct_strict_serde__twitter.log	twitter	631515	951	direct_strict_serde	0	1.243426	2.070408	3863.973	1540051688	5778627427	2.564313	0.266508	26993574	540633	17794062064648910603
p1d	direct_strict_serde__unicode_basic.log	/tmp/skv15-p1/pmu/direct_strict_serde__unicode_basic.log	unicode_basic	1048586	573	direct_strict_serde	0	1.679182	2.794724	2862.536	5875177769	25418520032	9.778277	0.231138	39960730	147533	7152685547856090394
p1d	direct_strict_serde__unicode_escapes.log	/tmp/skv15-p1/pmu/direct_strict_serde__unicode_escapes.log	unicode_escapes	1050797	571	direct_strict_serde	0	3.826745	6.377854	1254.340	5209364319	13763997042	8.682200	0.378478	88539154	1010365	4835405340194808800
p1d	direct_strict_serde__unicode_mixed.log	/tmp/skv15-p1/pmu/direct_strict_serde__unicode_mixed.log	unicode_mixed	1053086	570	direct_strict_serde	0	5.336551	8.890413	899.846	6787243027	16014268576	11.307190	0.423825	119517661	1494413	0
p1d	direct_strict_serde__update_center.log	/tmp/skv15-p1/pmu/direct_strict_serde__update_center.log	update_center	533178	1126	direct_strict_serde	0	1.996748	3.325926	2405.345	2784012991	9517589565	4.637251	0.292512	46751084	407426	0
p1d	direct_strict_serde__y_string_unicode.log	/tmp/skv15-p1/pmu/direct_strict_serde__y_string_unicode.log	y_string_unicode	35601	16854	direct_strict_serde	0	0.685054	1.141720	7006.974	2698728049	18647724556	4.497736	0.144722	16360795	42702	0
p1d	direct_strict_sonic__apache_builds.log	/tmp/skv15-p1/pmu/direct_strict_sonic__apache_builds.log	apache_builds	127275	4715	direct_strict_sonic	0	1.883321	3.138336	2549.121	3674841396	14808853327	6.123698	0.248152	42993466	347715	1631609170278642033
p1d	direct_strict_sonic__canada.log	/tmp/skv15-p1/pmu/direct_strict_sonic__canada.log	canada	2251051	267	direct_strict_sonic	0	1.977707	3.290526	2431.222	7467756243	44804335119	12.424918	0.166675	47159046	155414	1008468329916695715
p1d	direct_strict_sonic__citm_catalog.log	/tmp/skv15-p1/pmu/direct_strict_sonic__citm_catalog.log	citm_catalog	1727204	348	direct_strict_sonic	0	0.436723	0.726579	11010.501	1075382011	4100911048	1.789122	0.262230	9980409	119969	0
p1d	direct_strict_sonic__distinct_values.log	/tmp/skv15-p1/pmu/direct_strict_sonic__distinct_values.log	distinct_values	153630	3906	direct_strict_sonic	0	2.091635	3.485600	2295.157	5188568281	31284298999	8.646479	0.165852	49683942	258630	0
p1d	direct_strict_sonic__github_events.log	/tmp/skv15-p1/pmu/direct_strict_sonic__github_events.log	github_events	65132	9213	direct_strict_sonic	0	1.730211	2.883392	2774.510	2151608761	6985280567	3.585649	0.308020	37925677	468469	5164854789897046116
p1d	direct_strict_sonic__gsoc-2018.log	/tmp/skv15-p1/pmu/direct_strict_sonic__gsoc-2018.log	gsoc-2018	3327831	181	direct_strict_sonic	0	2.018432	3.350999	2387.348	3273043322	7081142573	5.433903	0.462220	47601416	413209	17588957560949363005
p1d	direct_strict_sonic__instruments.log	/tmp/skv15-p1/pmu/direct_strict_sonic__instruments.log	instruments	220346	2723	direct_strict_sonic	0	0.516096	0.860158	9300.622	1378294509	7984749699	2.297149	0.172616	12286070	50434	6053947005340795886
p1d	direct_strict_sonic__marine_ik.log	/tmp/skv15-p1/pmu/direct_strict_sonic__marine_ik.log	marine_ik	2983466	202	direct_strict_sonic	0	0.956974	1.587917	5038.047	2307688260	11441133485	3.829170	0.201701	22687883	111094	0
p1d	direct_strict_sonic__mesh.log	/tmp/skv15-p1/pmu/direct_strict_sonic__mesh.log	mesh	723597	830	direct_strict_sonic	0	1.292998	2.152895	3715.926	2795907442	15947721580	4.655303	0.175317	29770152	421556	0
p1d	direct_strict_sonic__numbers.log	/tmp/skv15-p1/pmu/direct_strict_sonic__numbers.log	numbers	150124	3997	direct_strict_sonic	0	0.672650	1.120999	7136.493	1770203575	9153581426	2.950115	0.193389	15758021	70902	7821342331123428551
p1d	direct_strict_sonic__random.log	/tmp/skv15-p1/pmu/direct_strict_sonic__random.log	random	510476	1176	direct_strict_sonic	0	3.545829	5.906567	1354.425	4499388853	19646134661	7.494987	0.229022	78777652	1373081	0
p1d	direct_strict_sonic__twitter.log	/tmp/skv15-p1/pmu/direct_strict_sonic__twitter.log	twitter	631515	951	direct_strict_sonic	0	1.211500	2.017248	3965.798	1541174633	4811269328	2.566183	0.320326	27128670	422012	17794062064648910603
p1d	direct_strict_sonic__unicode_basic.log	/tmp/skv15-p1/pmu/direct_strict_sonic__unicode_basic.log	unicode_basic	1048586	573	direct_strict_sonic	0	1.242128	2.067319	3869.746	4262116304	20747552995	7.093599	0.205427	29580031	112800	7152685547856090394
p1d	direct_strict_sonic__unicode_escapes.log	/tmp/skv15-p1/pmu/direct_strict_sonic__unicode_escapes.log	unicode_escapes	1050797	571	direct_strict_sonic	0	7.218436	12.030624	664.970	9669251235	19372296544	16.115282	0.499128	166182127	2144642	4835405340194808800
p1d	direct_strict_sonic__unicode_mixed.log	/tmp/skv15-p1/pmu/direct_strict_sonic__unicode_mixed.log	unicode_mixed	1053086	570	direct_strict_sonic	0	3.647317	6.076238	1316.604	4293441444	11355187051	7.152648	0.378104	75006554	1220620	0
p1d	direct_strict_sonic__update_center.log	/tmp/skv15-p1/pmu/direct_strict_sonic__update_center.log	update_center	533178	1126	direct_strict_sonic	0	1.472407	2.452547	3261.915	2068130710	7079812713	3.444827	0.292117	33775881	277360	0
p1d	direct_strict_sonic__y_string_unicode.log	/tmp/skv15-p1/pmu/direct_strict_sonic__y_string_unicode.log	y_string_unicode	35601	16854	direct_strict_sonic	0	0.614941	1.024868	7805.880	2423190312	16070239057	4.038521	0.150787	14685003	37044	0
p1d	parse_only_serde__apache_builds.log	/tmp/skv15-p1/pmu/parse_only_serde__apache_builds.log	apache_builds	127275	7858	parse_only_serde	0	2.247859	2.247573	3559.394	8435356642	46574384507	8.434286	0.181116	53631578	156627	0
p1d	parse_only_serde__canada.log	/tmp/skv15-p1/pmu/parse_only_serde__canada.log	canada	2251051	445	parse_only_serde	0	2.750221	2.745505	2913.854	7059011460	41141772584	7.046907	0.171578	64959276	543596	2251090
p1d	parse_only_serde__citm_catalog.log	/tmp/skv15-p1/pmu/parse_only_serde__citm_catalog.log	citm_catalog	1727204	579	parse_only_serde	0	3.238031	3.237866	2470.763	7786647931	35284685042	7.786250	0.220681	73802686	1370174	1727124
p1d	parse_only_serde__distinct_values.log	/tmp/skv15-p1/pmu/parse_only_serde__distinct_values.log	distinct_values	153630	6510	parse_only_serde	0	7.511790	7.510804	1065.132	14187112484	70352248300	14.185250	0.201658	177412455	1168442	0
p1d	parse_only_serde__github_events.log	/tmp/skv15-p1/pmu/parse_only_serde__github_events.log	github_events	65132	15354	parse_only_serde	0	7.368158	7.367887	1085.793	9164488865	37012955446	9.164152	0.247602	161952129	1635896	0
p1d	parse_only_serde__gsoc-2018.log	/tmp/skv15-p1/pmu/parse_only_serde__gsoc-2018.log	gsoc-2018	3327831	301	parse_only_serde	0	2.980258	2.975268	2688.833	3933262836	14734744973	3.926677	0.266938	69343457	700009	3326940
p1d	parse_only_serde__instruments.log	/tmp/skv15-p1/pmu/parse_only_serde__instruments.log	instruments	220346	4539	parse_only_serde	0	3.491758	3.491233	2291.454	9775180020	51892223083	9.773709	0.188375	81890704	301243	220360
p1d	parse_only_serde__marine_ik.log	/tmp/skv15-p1/pmu/parse_only_serde__marine_ik.log	marine_ik	2983466	336	parse_only_serde	0	5.033767	5.021492	1593.152	10476944789	54815578675	10.451396	0.191131	113600999	6192230	0
p1d	parse_only_serde__mesh.log	/tmp/skv15-p1/pmu/parse_only_serde__mesh.log	mesh	723597	1382	parse_only_serde	0	4.019835	4.019791	1990.153	8022711129	38098716167	8.022622	0.210577	77264896	14733867	0
p1d	parse_only_serde__numbers.log	/tmp/skv15-p1/pmu/parse_only_serde__numbers.log	numbers	150124	6662	parse_only_serde	0	1.736619	1.736400	4607.233	4909305921	27547134393	4.908687	0.178215	40779337	145986	0
p1d	parse_only_serde__random.log	/tmp/skv15-p1/pmu/parse_only_serde__random.log	random	510476	1959	parse_only_serde	0	10.241295	10.241065	781.169	16951253199	77882002926	16.950872	0.217653	234770822	3077536	510579
p1d	parse_only_serde__twitter.log	/tmp/skv15-p1/pmu/parse_only_serde__twitter.log	twitter	631515	1584	parse_only_serde	0	8.245028	8.242392	970.592	10838025411	40601950553	10.834561	0.266934	186172278	2180622	0
p1d	parse_only_serde__unicode_basic.log	/tmp/skv15-p1/pmu/parse_only_serde__unicode_basic.log	unicode_basic	1048586	954	parse_only_serde	0	7.476074	7.473450	1070.456	14929040977	71966172836	14.923802	0.207445	174899050	1273555	0
p1d	parse_only_serde__unicode_escapes.log	/tmp/skv15-p1/pmu/parse_only_serde__unicode_escapes.log	unicode_escapes	1050797	952	parse_only_serde	0	5.897611	5.895496	1356.968	8865813984	34089856581	8.862635	0.260072	137902435	1233734	0
p1d	parse_only_serde__unicode_mixed.log	/tmp/skv15-p1/pmu/parse_only_serde__unicode_mixed.log	unicode_mixed	1053086	950	parse_only_serde	0	10.869429	10.864739	736.327	13429347878	45016134526	13.423553	0.298323	231485381	3242687	0
p1d	parse_only_serde__update_center.log	/tmp/skv15-p1/pmu/parse_only_serde__update_center.log	update_center	533178	1876	parse_only_serde	0	9.989845	9.987429	801.007	15001106175	57762111409	14.997478	0.259705	235595402	1613917	0
p1d	parse_only_serde__y_string_unicode.log	/tmp/skv15-p1/pmu/parse_only_serde__y_string_unicode.log	y_string_unicode	35601	28090	parse_only_serde	0	2.301738	2.301664	3475.746	8953615657	58862594769	8.953328	0.152110	54959945	139864	0
p1d	parse_only_sonic__apache_builds.log	/tmp/skv15-p1/pmu/parse_only_sonic__apache_builds.log	apache_builds	127275	7858	parse_only_sonic	0	0.642183	0.642102	12459.083	2633704496	8836587559	2.633370	0.298045	15340150	34655	0
p1d	parse_only_sonic__canada.log	/tmp/skv15-p1/pmu/parse_only_sonic__canada.log	canada	2251051	445	parse_only_sonic	0	1.626722	1.623933	4926.313	2715868102	11810976579	2.711211	0.229944	37510857	431620	2251051
p1d	parse_only_sonic__citm_catalog.log	/tmp/skv15-p1/pmu/parse_only_sonic__citm_catalog.log	citm_catalog	1727204	579	parse_only_sonic	0	0.692462	0.692427	11553.570	1700942463	6492404317	1.700856	0.261990	16318944	136805	1727204
p1d	parse_only_sonic__distinct_values.log	/tmp/skv15-p1/pmu/parse_only_sonic__distinct_values.log	distinct_values	153630	6510	parse_only_sonic	0	0.905718	0.905599	8833.933	2792674058	9010632020	2.792307	0.309931	21489541	113916	0
p1d	parse_only_sonic__github_events.log	/tmp/skv15-p1/pmu/parse_only_sonic__github_events.log	github_events	65132	15354	parse_only_sonic	0	1.567061	1.567003	5105.287	2050188902	6479245890	2.050114	0.316424	36281615	280713	0
p1d	parse_only_sonic__gsoc-2018.log	/tmp/skv15-p1/pmu/parse_only_sonic__gsoc-2018.log	gsoc-2018	3327831	301	parse_only_sonic	0	0.804339	0.802992	9962.741	1065485458	3237836356	1.063701	0.329073	18463696	158376	3327831
p1d	parse_only_sonic__instruments.log	/tmp/skv15-p1/pmu/parse_only_sonic__instruments.log	instruments	220346	4539	parse_only_sonic	0	0.613869	0.613777	13034.059	2250706193	10626571992	2.250368	0.211800	14406448	46602	220346
p1d	parse_only_sonic__marine_ik.log	/tmp/skv15-p1/pmu/parse_only_sonic__marine_ik.log	marine_ik	2983466	336	parse_only_sonic	0	3.665643	3.656704	2187.762	4683111172	17230968677	4.671691	0.271785	82378205	1184694	0
p1d	parse_only_sonic__mesh.log	/tmp/skv15-p1/pmu/parse_only_sonic__mesh.log	mesh	723597	1382	parse_only_sonic	0	1.965752	1.965730	4069.735	4705131603	19566729341	4.705080	0.240466	45496567	614697	0
p1d	parse_only_sonic__numbers.log	/tmp/skv15-p1/pmu/parse_only_sonic__numbers.log	numbers	150124	6662	parse_only_sonic	0	1.080739	1.080602	7403.278	3012731085	12575101067	3.012351	0.239579	25318849	86888	0
p1d	parse_only_sonic__random.log	/tmp/skv15-p1/pmu/parse_only_sonic__random.log	random	510476	1959	parse_only_sonic	0	1.175979	1.175953	6802.995	3125161592	11843024904	3.125091	0.263882	27861188	142849	510476
p1d	parse_only_sonic__twitter.log	/tmp/skv15-p1/pmu/parse_only_sonic__twitter.log	twitter	631515	1584	parse_only_sonic	0	1.669223	1.668690	4794.180	2241739820	7415211716	2.241023	0.302316	39104820	381650	0
p1d	parse_only_sonic__unicode_basic.log	/tmp/skv15-p1/pmu/parse_only_sonic__unicode_basic.log	unicode_basic	1048586	954	parse_only_sonic	0	2.702520	2.701571	2961.240	3450676636	11546858562	3.449466	0.298841	60768046	838971	0
p1d	parse_only_sonic__unicode_escapes.log	/tmp/skv15-p1/pmu/parse_only_sonic__unicode_escapes.log	unicode_escapes	1050797	952	parse_only_sonic	0	5.983138	5.980993	1337.571	9761224817	19871486013	9.757724	0.491218	140049661	1254208	0
p1d	parse_only_sonic__unicode_mixed.log	/tmp/skv15-p1/pmu/parse_only_sonic__unicode_mixed.log	unicode_mixed	1053086	950	parse_only_sonic	0	2.005890	2.005024	3989.976	4333494457	10916456360	4.331624	0.396969	43963311	432781	0
p1d	parse_only_sonic__update_center.log	/tmp/skv15-p1/pmu/parse_only_sonic__update_center.log	update_center	533178	1876	parse_only_sonic	0	1.851873	1.851425	4320.996	2383844708	6715242453	2.383268	0.354990	42077733	541363	0
p1d	parse_only_sonic__y_string_unicode.log	/tmp/skv15-p1/pmu/parse_only_sonic__y_string_unicode.log	y_string_unicode	35601	28090	parse_only_sonic	0	2.250014	2.249942	3555.648	8740523906	19830649635	8.740243	0.440758	53715436	138629	0
p1d	parse_only_track2__apache_builds.log	/tmp/skv15-p1/pmu/parse_only_track2__apache_builds.log	apache_builds	127275	7858	parse_only_track2	0	0.703747	0.703658	11369.161	2802668065	10976172173	2.802312	0.255341	16803425	44370	0
p1d	parse_only_track2__canada.log	/tmp/skv15-p1/pmu/parse_only_track2__canada.log	canada	2251051	445	parse_only_track2	0	3.397473	3.391647	2358.736	4343053685	17658434241	4.335606	0.245948	75411776	1468868	17978833549083454479
p1d	parse_only_track2__citm_catalog.log	/tmp/skv15-p1/pmu/parse_only_track2__citm_catalog.log	citm_catalog	1727204	579	parse_only_track2	0	1.040118	1.040065	7691.827	2200111013	8163573809	2.199999	0.269503	24059880	244236	4987156890352906620
p1d	parse_only_track2__distinct_values.log	/tmp/skv15-p1/pmu/parse_only_track2__distinct_values.log	distinct_values	153630	6510	parse_only_track2	0	1.210385	1.210226	6610.334	3840741258	17124871244	3.840237	0.224279	28794452	123056	0
p1d	parse_only_track2__github_events.log	/tmp/skv15-p1/pmu/parse_only_track2__github_events.log	github_events	65132	15354	parse_only_track2	0	1.853134	1.853066	4317.169	2278196811	9092023792	2.278113	0.250571	40216817	480005	0
p1d	parse_only_track2__gsoc-2018.log	/tmp/skv15-p1/pmu/parse_only_track2__gsoc-2018.log	gsoc-2018	3327831	301	parse_only_track2	0	0.982436	0.980792	8156.678	1263454561	4286155122	1.261339	0.294776	21349952	318196	15067020422829535577
p1d	parse_only_track2__instruments.log	/tmp/skv15-p1/pmu/parse_only_track2__instruments.log	instruments	220346	4539	parse_only_track2	0	0.763859	0.763744	10474.711	3055427265	12852224105	3.054968	0.237735	18235468	52442	12436249606784899399
p1d	parse_only_track2__marine_ik.log	/tmp/skv15-p1/pmu/parse_only_track2__marine_ik.log	marine_ik	2983466	336	parse_only_track2	0	3.486563	3.478060	2300.133	5099587361	19592083129	5.087151	0.260288	80675423	800716	0
p1d	parse_only_track2__mesh.log	/tmp/skv15-p1/pmu/parse_only_track2__mesh.log	mesh	723597	1382	parse_only_track2	0	2.926140	2.926107	2734.008	4966060547	21161043844	4.966006	0.234679	68719349	544833	0
p1d	parse_only_track2__numbers.log	/tmp/skv15-p1/pmu/parse_only_track2__numbers.log	numbers	150124	6662	parse_only_track2	0	1.089872	1.089734	7341.239	2996778665	13438315988	2.996401	0.223003	25507411	100089	0
p1d	parse_only_track2__random.log	/tmp/skv15-p1/pmu/parse_only_track2__random.log	random	510476	1959	parse_only_track2	0	1.401637	1.401605	5707.741	4591546644	18226438510	4.591443	0.251917	33339234	128644	1729765500072497893
p1d	parse_only_track2__twitter.log	/tmp/skv15-p1/pmu/parse_only_track2__twitter.log	twitter	631515	1584	parse_only_track2	0	1.917638	1.917025	4173.132	2633330572	10065524828	2.632489	0.261619	44382171	449634	0
p1d	parse_only_track2__unicode_basic.log	/tmp/skv15-p1/pmu/parse_only_track2__unicode_basic.log	unicode_basic	1048586	954	parse_only_track2	0	3.093461	3.092375	2587.008	4320178402	13944931359	4.318662	0.309803	71393319	778430	0
p1d	parse_only_track2__unicode_escapes.log	/tmp/skv15-p1/pmu/parse_only_track2__unicode_escapes.log	unicode_escapes	1050797	952	parse_only_track2	0	1.277981	1.277523	6262.117	2963576405	12202497983	2.962514	0.242866	29919950	224068	0
p1d	parse_only_track2__unicode_mixed.log	/tmp/skv15-p1/pmu/parse_only_track2__unicode_mixed.log	unicode_mixed	1053086	950	parse_only_track2	0	1.703749	1.703014	4697.553	4279768560	9156521062	4.277922	0.467401	38798174	442512	0
p1d	parse_only_track2__update_center.log	/tmp/skv15-p1/pmu/parse_only_track2__update_center.log	update_center	533178	1876	parse_only_track2	0	2.599585	2.598956	3078.159	3877427742	12766637994	3.876490	0.303716	60934053	520866	0
p1d	parse_only_track2__y_string_unicode.log	/tmp/skv15-p1/pmu/parse_only_track2__y_string_unicode.log	y_string_unicode	35601	28090	parse_only_track2	0	1.886819	1.886759	4240.076	5041635418	22356249827	5.041474	0.225513	44975995	155255	0
