artifact_kind	path	exists	bytes	sidecar_path	sidecar_exists	sidecar_bytes	log_path	log_exists
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.gz	true	56239	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__marine_ik.json.syms.json	true	326153	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__marine_ik.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.gz	true	54503	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__mesh.json.syms.json	true	313547	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__mesh.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__numbers.json.gz	true	50491	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__numbers.json.syms.json	true	312957	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__numbers.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__random.json.gz	true	52599	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__random.json.syms.json	true	346617	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__random.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__twitter.json.gz	true	51273	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__twitter.json.syms.json	true	316785	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__twitter.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__unicode_basic.json.gz	true	52593	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__unicode_basic.json.syms.json	true	320600	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__unicode_basic.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__unicode_escapes.json.gz	true	51855	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__unicode_escapes.json.syms.json	true	293593	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__unicode_escapes.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__unicode_mixed.json.gz	true	52378	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__unicode_mixed.json.syms.json	true	314318	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__unicode_mixed.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__update_center.json.gz	true	51709	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__update_center.json.syms.json	true	313865	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__update_center.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__y_string_unicode.json.gz	true	50962	/tmp/skv15-p1/profiles-interactive/p1c/mode3_json_probes__y_string_unicode.json.syms.json	true	294466	/tmp/skv15-p1/logs-interactive/p1c/mode3_json_probes__y_string_unicode.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__apache_builds.json.gz	true	8114	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__apache_builds.json.syms.json	true	48342	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__apache_builds.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__canada.json.gz	true	7324	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__canada.json.syms.json	true	50024	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__canada.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__citm_catalog.json.gz	true	8029	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__citm_catalog.json.syms.json	true	71051	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__citm_catalog.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__distinct_values.json.gz	true	7867	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__distinct_values.json.syms.json	true	56859	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__distinct_values.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__github_events.json.gz	true	7020	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__github_events.json.syms.json	true	44821	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__github_events.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__gsoc-2018.json.gz	true	7192	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__gsoc-2018.json.syms.json	true	63523	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__gsoc-2018.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__instruments.json.gz	true	8457	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__instruments.json.syms.json	true	59886	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__instruments.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__marine_ik.json.gz	true	8562	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__marine_ik.json.syms.json	true	72577	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__marine_ik.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__mesh.json.gz	true	7055	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__mesh.json.syms.json	true	59151	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__mesh.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__numbers.json.gz	true	7862	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__numbers.json.syms.json	true	65209	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__numbers.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz	true	7138	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.syms.json	true	66395	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__random.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz	true	7061	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.syms.json	true	62924	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__twitter.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz	true	8267	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.syms.json	true	92863	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__unicode_basic.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz	true	8062	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.syms.json	true	67536	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__unicode_escapes.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz	true	7172	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.syms.json	true	66564	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__unicode_mixed.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz	true	7462	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.syms.json	true	87374	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__update_center.log	true
interactive-samply-profile	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz	true	7235	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.syms.json	true	50643	/tmp/skv15-p1/logs-interactive/p1c/mode3_simd_scan__y_string_unicode.log	true
