surface	corpus	rank	pct	samples	total	function	file	line	lib	profile
p1c_simd_scan	random	4	7.32	23	314	transpose_vecs_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	5	5.41	17	314	core::core_arch::arm_shared::neon::generated::vceqq_u8	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/arm_shared/neon/generated.rs	5180	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	6	4.78	15	314	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	7	3.50	11	314	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	8	2.55	8	314	<u64>::trailing_zeros	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	178	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	9	1.59	5	314	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	10	0.96	3	314	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	11	0.96	3	314	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	12	0.32	1	314	toml_write::string::write_toml_value::<alloc::string::String>	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/toml_write-0.1.2/src/string.rs	236	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	13	0.32	1	314	0x1afe14			simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	14	0.32	1	314	bbnf_simd::scalar::eob_pad_clamp::eob_pad_clamp_scalar	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-simd/src/scalar/eob_pad_clamp.rs	11	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	15	0.32	1	314	<alloc::raw_vec::RawVecInner>::capacity	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs	619	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	16	0.32	1	314	mkdir			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	17	0.32	1	314	bbnf_simd::scalar::bitmap_prefix_xor_64::bitmap_prefix_xor_64_scalar	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-simd/src/scalar/bitmap_prefix_xor_64.rs	9	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	18	0.32	1	314	<regex_syntax::ast::parse::ParserI<&mut regex_syntax::ast::parse::Parser>>::char	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/regex-syntax-0.8.10/src/ast/parse.rs	476	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	random	19	0.32	1	314	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__random.json.gz
p1c_simd_scan	twitter	1	39.49	124	314	<u32>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	2	19.11	60	314	runtime::generated_json::scan::scan_tail	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	3	12.74	40	314	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	4	7.01	22	314	rot12_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	5	5.41	17	314	runtime::generated_json::scan::neon::scan	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs	217	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	6	3.82	12	314	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	7	3.18	10	314	core::ptr::write::<u32>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	1921	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	8	1.59	5	314	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	9	1.59	5	314	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	10	1.59	5	314	mkdir			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	11	1.27	4	314	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	12	0.96	3	314	bbnf_simd::scalar::eob_pad_clamp::eob_pad_clamp_scalar	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-simd/src/scalar/eob_pad_clamp.rs	11	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	13	0.64	2	314	core::fmt::write	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/fmt/mod.rs	1631	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	14	0.64	2	314	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	15	0.32	1	314	__fcntl			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	16	0.32	1	314	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	twitter	17	0.32	1	314	<toml_write::string::KeyMetrics>::calculate	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/toml_write-0.1.2/src/string.rs	390	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__twitter.json.gz
p1c_simd_scan	unicode_basic	1	41.10	150	365	<u32>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	2511	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	2	18.36	67	365	runtime::generated_json::scan::scan_tail	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	3	13.97	51	365	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	4	5.48	20	365	runtime::generated_json::scan::neon::scan	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs	217	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	5	5.21	19	365	transpose_vecs_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c	204	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	6	4.38	16	365	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	7	2.19	8	365	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	8	1.64	6	365	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	9	1.37	5	365	<u64>::trailing_zeros	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	178	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	10	0.82	3	365	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	11	0.82	3	365	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	12	0.55	2	365	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	13	0.55	2	365	bbnf_simd::scalar::eob_pad_clamp::eob_pad_clamp_scalar	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-simd/src/scalar/eob_pad_clamp.rs	11	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	14	0.27	1	365	mi_free_block_local	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/libmimalloc-sys-0.1.47/c_src/mimalloc/v3/src/free.c	44	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	15	0.27	1	365	winnow::token::take_while::<(u8, u8), winnow::stream::stateful::Stateful<winnow::stream::locating::LocatingSlice<&winnow::stream::bstr::BStr>, toml_edit::parser::prelude::RecursionCheck>, winnow::error::ErrMode<winnow::error::ContextError>, core::ops::range::RangeFrom<usize>>::{closure#0}	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/winnow-0.7.15/src/token/mod.rs	492	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	16	0.27	1	365	<winnow::token::take_while<(u8, u8), winnow::stream::stateful::Stateful<winnow::stream::locating::LocatingSlice<&winnow::stream::bstr::BStr>, toml_edit::parser::prelude::RecursionCheck>, winnow::error::ErrMode<winnow::error::ContextError>, core::ops::range::RangeFrom<usize>>::{closure#0} as winnow::parser::Parser<winnow::stream::stateful::Stateful<winnow::stream::locating::LocatingSlice<&winnow::stream::bstr::BStr>, toml_edit::parser::prelude::RecursionCheck>, &[u8], winnow::error::ErrMode<winnow::error::ContextError>>>::parse_next	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/winnow-0.7.15/src/parser.rs	1003	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	17	0.27	1	365	mi_block_set_nextx	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/libmimalloc-sys-0.1.47/c_src/mimalloc/v3/include/mimalloc/internal.h	1070	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	18	0.27	1	365	<indexmap::map::IndexMap<toml_edit::key::Key, toml_edit::item::Item>>::insert	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/indexmap-2.14.0/src/map.rs	451	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	19	0.27	1	365	<core::fmt::Formatter>::pad	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/fmt/mod.rs	1910	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_basic	20	0.27	1	365	core::core_arch::arm_shared::neon::generated::vreinterpret_u64_u8	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/../../stdarch/crates/core_arch/src/arm_shared/neon/generated.rs	47784	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_basic.json.gz
p1c_simd_scan	unicode_escapes	1	41.15	158	384	sha2::sha256::soft::sha256_digest_round_x2	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	2	18.23	70	384	runtime::generated_json::scan::scan_tail	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	3	15.89	61	384	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	4	6.77	26	384	rot16_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c	41	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	5	4.95	19	384	runtime::generated_json::scan::neon::scan	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs	217	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	6	3.91	15	384	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	7	2.86	11	384	<u64>::trailing_zeros	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	178	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	8	1.82	7	384	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	9	1.04	4	384	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	10	0.52	2	384	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	11	0.52	2	384	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	12	0.52	2	384	write			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	13	0.52	2	384	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	14	0.26	1	384	core::slice::memchr::memchr_aligned::runtime	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/slice/memchr.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	15	0.26	1	384	0x1afe10			simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	16	0.26	1	384	core::ptr::copy_nonoverlapping::<u8>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	552	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	17	0.26	1	384	core::intrinsics::rotate_right::<u32>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/intrinsics/mod.rs	2052	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_escapes	18	0.26	1	384	core::ptr::drop_in_place::<alloc::string::String>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	810	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_escapes.json.gz
p1c_simd_scan	unicode_mixed	1	38.41	121	315	sha2::sha256::soft::compress	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	2	21.27	67	315	runtime::generated_json::scan::scan_tail	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	3	12.06	38	315	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	4	6.35	20	315	runtime::generated_json::scan::neon::scan	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs	217	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	5	6.35	20	315	add_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	6	5.71	18	315	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	7	2.54	8	315	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	8	2.22	7	315	<u64>::trailing_zeros	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	178	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	9	1.27	4	315	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	10	0.95	3	315	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	11	0.63	2	315	stat			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	12	0.63	2	315	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	13	0.63	2	315	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	14	0.32	1	315	<mimalloc::MiMalloc as core::alloc::global::GlobalAlloc>::alloc	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/mimalloc-0.1.50/src/lib.rs	51	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	15	0.32	1	315	0x1afe10			simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	unicode_mixed	16	0.32	1	315	<core::hash::sip::Hasher<core::hash::sip::Sip13Rounds> as core::hash::Hasher>::write	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/hash/sip.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__unicode_mixed.json.gz
p1c_simd_scan	update_center	1	37.58	121	322	<u32>::wrapping_add	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	2511	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	2	20.50	66	322	runtime::generated_json::scan::scan_tail	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	3	13.35	43	322	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	4	6.83	22	322	add_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	5	4.35	14	322	runtime::generated_json::scan::neon::scan	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs	217	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	6	4.35	14	322	<u64>::trailing_zeros	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	178	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	7	4.04	13	322	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	8	1.86	6	322	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	9	1.55	5	322	bbnf_simd::scalar::eob_pad_clamp::eob_pad_clamp_scalar	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-simd/src/scalar/eob_pad_clamp.rs	11	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	10	1.24	4	322	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	11	1.24	4	322	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	12	0.62	2	322	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	13	0.31	1	322	<clap_builder::parser::parser::Parser>::possible_subcommand	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/clap_builder-4.6.0/src/parser/parser.rs	584	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	14	0.31	1	322	posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
