surface	corpus	rank	pct	samples	total	function	file	line	lib	profile
p1c_simd_scan	update_center	15	0.31	1	322	mi_block_set_nextx	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/libmimalloc-sys-0.1.47/c_src/mimalloc/v3/include/mimalloc/internal.h	1070	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	16	0.31	1	322	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	17	0.31	1	322	<core::fmt::Formatter>::pad_integral	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/fmt/mod.rs	1826	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	18	0.31	1	322	getrusage			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	19	0.31	1	322	bbnf_simd::scalar::bitmap_prefix_xor_64::bitmap_prefix_xor_64_scalar	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-simd/src/scalar/bitmap_prefix_xor_64.rs	9	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	update_center	20	0.31	1	322	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__update_center.json.gz
p1c_simd_scan	y_string_unicode	1	38.66	121	313	sha2::sha256::soft::sha256_digest_round_x2	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sha2-0.10.9/src/sha256/soft.rs	82	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	2	18.53	58	313	runtime::generated_json::scan::scan_tail	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/runtime/src/grammars/json/scan.rs		simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	3	13.10	41	313	poll			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	4	6.71	21	313	set1_128	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/blake3-1.8.5/c/blake3_neon.c	29	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	5	5.43	17	313	<mimalloc::MiMalloc as core::alloc::global::GlobalAlloc>::alloc	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/mimalloc-0.1.50/src/lib.rs	51	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	6	3.83	12	313	__posix_spawn			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	7	3.51	11	313	<u64>::trailing_zeros	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/num/uint_macros.rs	178	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	8	3.19	10	313	__open			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	9	2.88	9	313	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	10	0.64	2	313	close			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	11	0.64	2	313	_platform_memmove			libsystem_platform.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	12	0.64	2	313	mi_block_set_nextx	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/libmimalloc-sys-0.1.47/c_src/mimalloc/v3/include/mimalloc/internal.h	1070	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	13	0.64	2	313	madvise			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	14	0.32	1	313	<alloc::raw_vec::RawVecInner>::current_memory	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs	634	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	15	0.32	1	313	core::ptr::copy_nonoverlapping::<u8>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/ptr/mod.rs	552	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	16	0.32	1	313	mi_option_get	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/libmimalloc-sys-0.1.47/c_src/mimalloc/v3/src/options.c	275	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	17	0.32	1	313	0x1afe10			simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
p1c_simd_scan	y_string_unicode	18	0.32	1	313	mi_page_fresh_alloc	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/libmimalloc-sys-0.1.47/c_src/mimalloc/v3/src/page.c	324	simd_scan-881ea41e6e7f9c9f	/tmp/skv15-p1/profiles-interactive/p1c/mode3_simd_scan__y_string_unicode.json.gz
